Timestamp,I have read the above and voluntarily agree to participate in this survey.  ,Age,Gender,Marital Status ,Higher Education Level ,Current Sector,Job Title / Position (*Senior Officer) ,Years of Work Experience ,Employment Type ,Weekly Working Hours ,Daily Communication (office to Home) Time,I have the freedom to decide how I complete my tasks. ,My workload often leaves me with little free time or energy. ,My supervisor encourages me to share new ideas. ,My organization values creativity and innovation. ,I feel psychologically safe to express new or different opinions at work. ,My job provides opportunities to learn new skills. ,I receive fair recognition for innovative work. ,My job allows flexibility to balance personal and professional life. ,I feel overburdened with repetitive tasks that reduce creativity. ,I believe my work environment supports experimentation and risk-taking. ,My current job helps me build skills useful for future independence. ,I am gaining valuable professional networks through my job. ,My job provides financial stability. ,I can save money regularly from my salary. ,I feel financially secure enough to take career risks. ,I believe my job is preparing me for greater responsibilities. ,I believe abilities can be developed through dedication and effort (growth mindset). ,I am willing to take risks to achieve greater independence. ,I often think about starting something of my own (business/project). ,I prefer stability and security over independence and risk. ,I feel motivated to innovate despite work constraints. ,I regularly suggest new ideas at my workplace. ,My job encourages entrepreneurship (innovation inside the company). ,I am involved in personal side-projects outside my job. ,I dedicate weekly time to creative or entrepreneurial work beyond my job. ,I have plans to start my own venture in the future. ,"I have already taken steps towards independence (registered business, freelancing, partnerships, etc.). ",My job hinders me from working on personal projects. ,"Without this job, I would pursue more innovative activities. ","My job has taught me how to manage projects, teams, or resources. ",I believe my job is a stepping stone toward something bigger in life. ,Barriers: (Check all that apply) ,Enablers: (Check all that apply) ,"In your own words, how has your job influenced your ability to innovate or pursue independence? ",What changes in your job/organization would help you be more creative or independent? ,Do you view your job as a constraint or a stepping stone? Why? ,Age,Age
12/9/2025 22:35:59,,,Female,Married,HSC,Healthcare,Nurse ,6–10,Permanent,30–40,"30–60 mins,",4,4,5,5,4,2,4,5,2,4,4,5,5,5,5,3,4,3,2,4,5,3,4,4,5,4,4,4,4,4,4,"Family responsibilities, Lack of skills","Financial savings, Motivation/passion",My job teaches me practical skills.,I need better communication from bosses. ,Mostly a stepping stone. ,31–35,
12/9/2025 22:38:52,,,Female,Single,HSC,Healthcare,Nurse,0–2,Permanent,30–40,"30–60 mins,",5,4,5,5,4,4,4,4,5,4,5,3,5,5,5,4,3,3,4,2,4,2,3,4,1,2,1,3,3,5,5,Family responsibilities,"Supportive boss/organization, Access to resources (labs, tools, internet, etc.)",Work drains my enargy for creativity.,More breaks would help me. ,Feels like a constraint. ,18-25,
12/9/2025 22:41:40,,,Female,Married,HSC,NGO,Manager ,11–15,Permanent,30–40,"30–60 mins,",4,5,4,5,4,4,5,5,4,4,3,3,4,5,5,5,4,4,4,4,5,4,4,3,4,4,2,4,4,5,3,Lack of skills,"Access to resources (labs, tools, internet, etc.)",My job helps me grow slowly. ,I need more support from coworkers. ,More of a stepping stone.,41–50,
12/9/2025 22:44:36,,,Male,Married,Master’s,Private,Banker,16+,Permanent,Less than 30,1–2 hours,4,2,4,4,3,5,4,5,4,4,4,3,4,5,3,1,5,5,5,5,5,4,4,4,3,5,4,3,2,4,4,Lack of financial security,Supportive boss/organization,Job leaves little time for my ideas ,I need fewer stressful tasks.,Mostly a constraint for me ,51+,
12/9/2025 22:47:56,,,Male,Married,Bachelor’s,Other,Marketing officer,3–5,Permanent,30–40,"30–60 mins,",1,3,4,5,4,4,4,4,4,4,4,5,4,5,4,2,3,4,4,2,1,3,2,5,5,5,4,5,5,5,5,"Family responsibilities, Unsupportive organization",Skills and knowledge from current job,My job helps me learn new things. ,I need better idea-sharing space.,Feels like a stepping stone. ,36–40,
12/9/2025 22:51:49,,,Female,Single,Bachelor’s,Private,Marketing officer,3–5,Permanent,41–50,Less than 30 mins,2,2,1,5,5,5,5,5,5,5,4,4,2,4,4,4,4,3,4,4,4,5,5,5,4,4,3,2,2,5,3,"Family responsibilities, Lack of skills","Supportive boss/organization, Skills and knowledge from current job",Work stress stops my creativity. ,I need a lighter workload.,Mostly a constraint  ,26–30,
12/9/2025 22:54:37,,,Female,Married,Master’s,Private,Banker,11–15,Permanent,Less than 30,"30–60 mins,",4,4,4,4,3,4,4,4,5,4,2,3,4,4,4,4,5,4,3,2,3,5,5,5,5,4,3,2,2,2,3,"Lack of time, Lack of skills","Supportive boss/organization, Motivation/passion",My job slowly build my confidence ,I need more helpful training,More like a stepping stone  ,41–50,
12/9/2025 22:58:26,,,Male,Married,Bachelor’s,Private,Banker,16+,Permanent,30–40,"30–60 mins,",4,4,4,5,5,5,5,5,4,5,3,4,5,5,4,3,3,4,3,4,3,4,5,5,5,5,5,3,4,4,3,"Family responsibilities, Lack of skills","Financial savings, Skills and knowledge from current job, Access to resources (labs, tools, internet, etc.)",My job limits my free time ,I need less boring tasks. ,Feels like a constraint ,41–50,
12/9/2025 23:01:33,,,Male,Married,Master’s,Private,Banker,3–5,Permanent,30–40,"30–60 mins,",4,4,5,5,4,4,5,5,2,4,4,5,4,5,5,5,2,3,3,2,3,4,5,5,4,2,5,4,4,3,5,"Lack of financial security, Lack of skills","Supportive boss/organization, Financial savings",My job pushes me to thik better,I need more creative tast.,More stepping stone than constraint.,31–35,
12/9/2025 23:04:02,,,Female,Married,Bachelor’s,Private,Assistant ,6–10,Permanent,30–40,"30–60 mins,",4,2,4,3,2,2,1,4,4,5,5,5,4,5,4,3,5,5,5,5,3,4,4,3,4,4,5,4,4,5,3,"Lack of time, Lack of skills","Financial savings, Motivation/passion",My job exhausts me mentally ,I need more rest time ,Mostly a constraint ,31–35,
12/9/2025 23:07:32,,,Male,Married,Bachelor’s,Healthcare,Reception Officer ,11–15,Permanent,30–40,"30–60 mins,",4,4,5,4,3,4,4,5,5,4,4,5,4,3,5,2,4,4,3,2,3,5,4,5,5,5,5,5,5,5,1,Unsupportive organization,Skills and knowledge from current job,My job gives me useful experience. ,I need more freedom to try ideas,Feels like a stepping stone ,36–40,
12/9/2025 23:10:31,,,Male,Married,Bachelor’s,SME,Assistant ,11–15,Permanent,30–40,"30–60 mins,",4,3,5,5,5,1,2,2,5,4,4,5,5,5,5,3,4,4,4,4,5,5,5,5,4,3,3,4,5,4,3,"Lack of financial security, Lack of skills","Supportive boss/organization, Access to resources (labs, tools, internet, etc.)",Work pressure blocks my thinking ,I need better work balance ,More constraint than stepping stone ,36–40,
12/9/2025 23:14:46,,,Male,Single,HSC,Private,Executive Officer ,0–2,Contract,30–40,Less than 30 mins,4,4,4,5,5,5,5,5,5,4,4,4,5,4,3,5,4,4,5,5,4,5,5,5,5,5,4,5,5,5,4,Fear of risk/failure,Skills and knowledge from current job,My job helps me understand real work,I need more change to improve,Mostly a stepping stone ,18-25,
12/9/2025 23:22:39,,,Male,Married,Bachelor’s,Other,Manager ,0–2,Permanent,30–40,More than 2 hours,5,5,4,4,4,4,4,5,4,5,4,4,4,4,5,5,5,5,5,5,5,4,5,5,5,5,5,4,5,4,4,Family responsibilities,Skills and knowledge from current job,My job eats up creative time,I need a slower work pace,Feels like a constraint for me,18-25,
12/9/2025 23:25:25,,,Female,Married,Bachelor’s,Private,Supervisor ,3–5,Permanent,30–40,"30–60 mins,",4,5,5,5,3,4,4,5,4,4,4,4,5,3,3,5,3,3,2,5,4,3,4,4,5,4,4,4,5,4,3,Family responsibilities,"Skills and knowledge from current job, Access to resources (labs, tools, internet, etc.), Motivation/passion",My job teaches me useful things ,I need more open discussion time ,Feels like a stepping stone ,31–35,
12/9/2025 23:28:25,,,Male,Married,SSC or Less,Private,Coordinator ,3–5,Part-time,30–40,Less than 30 mins,5,4,3,3,4,5,5,5,4,5,4,4,5,5,5,4,5,5,5,5,3,4,5,5,5,4,4,4,5,5,2,Lack of time,Supportive boss/organization,Work pressure reduces my ideas,I need calmer work hours,Mostly a constraint ,26–30,
12/9/2025 23:30:09,,,Female,Single,Bachelor’s,Private,Business,0–2,Permanent,Less than 30,1–2 hours,4,3,4,4,3,4,2,3,3,3,3,3,3,4,3,3,3,3,4,2,2,2,2,3,4,2,2,2,3,3,3,Lack of time,"Supportive boss/organization, Financial savings",Yes ,Yes,Not ,18-25,
12/9/2025 23:32:02,,,Female,Married,HSC,NGO,Executive ,3–5,Permanent,41–50,"30–60 mins,",5,2,5,5,5,5,5,4,3,4,2,3,5,4,5,1,3,4,4,5,1,4,4,2,3,2,4,4,5,4,4,"Lack of time, Lack of skills","Supportive boss/organization, Access to resources (labs, tools, internet, etc.)",My job helps me grow bit by bit,I need better learning support ,More stepping stone for me,31–35,
12/9/2025 23:35:11,,,Female,Married,Bachelor’s,Public,Banker,6–10,Permanent,30–40,1–2 hours,4,5,5,5,4,4,4,2,2,2,2,5,5,5,4,4,3,5,5,5,5,3,5,2,3,1,5,4,5,5,2,Unsupportive organization,"Access to resources (labs, tools, internet, etc.)",My job leaves little space for creativity ,I need less pressure daily ,Feels like a constraint ,36–40,
12/9/2025 23:43:06,,,Male,Single,Bachelor’s,NGO,Relation officer,0–2,Contract,30–40,Less than 30 mins,2,3,4,5,4,4,5,5,4,3,5,4,4,5,5,1,5,5,4,5,5,5,5,5,4,5,4,5,4,5,3,Family responsibilities,Financial savings,My job pushes me to thik clearly ,I need more chances to try ideas,Mostly a stepping stone ,26–30,
12/9/2025 23:51:56,,,Female,Married,Master’s,Public,Officer,3–5,Permanent,41–50,"30–60 mins,",4,5,4,3,4,4,5,4,5,4,5,5,2,5,5,4,4,5,4,3,1,5,4,4,3,2,3,3,5,5,5,"Lack of time, Lack of financial security","Supportive boss/organization, Financial savings",My job takes away my free time ,I need fewer tiring taskes,Feels more like a constraint ,31–35,
12/9/2025 23:54:40,,,Male,Divorced,Bachelor’s,Healthcare,Officer,16+,Permanent,30–40,Less than 30 mins,5,5,5,4,4,4,4,4,4,4,5,4,5,5,5,4,4,3,3,5,5,5,5,4,4,5,5,5,4,5,2,"Family responsibilities, Lack of skills",Supportive boss/organization,My job gives me real work skills,I need more support from my team,Feels like a stepping stone ,41–50,
12/10/2025 0:32:47,,,Female,Married,Bachelor’s,NGO,Relationship manager officer ,6–10,Permanent,41–50,More than 2 hours,5,5,4,4,4,4,4,4,5,4,4,4,4,4,5,4,4,4,5,4,2,5,5,5,5,4,5,3,4,4,5,Family responsibilities,Supportive boss/organization,Work stress kills my creativity ,I need a lighter schedule ,More constraint than stepping stone ,36–40,
12/10/2025 0:35:46,,,Male,Married,Master’s,Healthcare,Doctor ,3–5,Permanent,30–40,More than 2 hours,2,4,5,4,3,4,5,5,5,5,3,5,5,5,5,3,4,5,4,2,4,3,5,5,3,5,5,5,4,5,5,"Lack of financial security, Fear of risk/failure","Financial savings, Motivation/passion",My job builds my confidence slowly ,I need better guiance from seniors,Mostly a stepping stone for me,31–35,
12/10/2025 0:38:11,,,Female,Single,Bachelor’s,Education,Teacher ,0–2,Part-time,Less than 30,"30–60 mins,",3,5,5,5,2,3,5,5,4,5,5,5,5,5,5,4,5,5,5,5,4,4,4,5,5,5,5,5,4,4,2,"Lack of time, Family responsibilities, Lack of skills","Supportive boss/organization, Skills and knowledge from current job",My job leaves me tried for creative work,I need more freedom intasks,Feels like a constraint now,26–30,
12/10/2025 0:41:36,,,Female,Married,HSC,NGO,Executive Officer ,11–15,Permanent,41–50,"30–60 mins,",4,4,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,4,4,5,5,5,5,5,4,5,5,4,2,3,4,"Lack of time, Family responsibilities","Supportive boss/organization, Financial savings",Work pressure reducemy motivation.,I need fewer stressful tasks,Mostly a constraint ,41–50,
12/10/2025 0:44:48,,,Male,Married,HSC,Education,Techer ,16+,Permanent,30–40,1–2 hours,4,4,4,4,4,4,4,4,4,5,4,4,4,4,4,3,4,4,3,3,4,3,5,5,5,5,4,5,5,5,4,"Family responsibilities, Lack of skills","Skills and knowledge from current job, Access to resources (labs, tools, internet, etc.)",My job helps me learn slowly ,I need more open communication ,Feels like a stepping stone ,41–50,
12/10/2025 9:20:04,,,Male,Married,SSC or Less,Garments,Manager ,16+,Permanent,30–40,1–2 hours,3,5,4,4,4,4,4,4,4,3,3,3,4,4,3,2,4,3,4,4,5,4,5,4,5,4,3,4,4,5,3,"Lack of time, Fear of risk/failure","Skills and knowledge from current job, Access to resources (labs, tools, internet, etc.)",My job helps me think more clearly ,I need more skill building chances,More like a stepping stone ,36–40,
12/10/2025 9:36:46,,,Male,Single,Bachelor’s,Education,Account officer,0–2,Permanent,30–40,Less than 30 mins,3,3,4,4,3,4,4,4,5,4,4,5,5,5,5,4,4,4,4,4,4,4,5,5,5,5,5,4,5,5,5,"Family responsibilities, Fear of risk/failure",Supportive boss/organization,My job takes up most of my time.,I need a lighter workload. ,Feels like a constraint ,18-25,
12/10/2025 9:41:58,,,Male,Married,Bachelor’s,Private,Executive Officer ,11–15,Permanent,30–40,Less than 30 mins,4,4,4,5,4,4,4,4,4,4,4,4,4,4,4,3,3,4,4,4,4,4,4,4,4,4,4,4,4,5,5,Lack of financial security,"Supportive boss/organization, Financial savings, Access to resources (labs, tools, internet, etc.)",My job helps me gain confidence ,I need more space to try ideas,Mostly a stepping stone ,36–40,
12/10/2025 9:44:44,,,Male,Married,Bachelor’s,Public,Coordinator ,3–5,Permanent,30–40,"30–60 mins,",4,3,4,4,4,4,4,5,5,4,5,4,4,3,2,2,3,2,3,3,3,5,5,5,5,5,5,5,5,5,5,Lack of financial security,"Access to resources (labs, tools, internet, etc.)",My job makes me to traied to create,I need more breaks in the day,More like a constraint ,26–30,
12/10/2025 9:47:35,,,Female,Married,Master’s,Private,Assistant ,6–10,Permanent,Less than 30,"30–60 mins,",3,2,4,3,4,4,4,4,5,5,5,4,4,5,5,4,4,3,4,5,4,5,5,4,4,4,4,5,5,3,4,"Lack of time, Lack of skills",Supportive boss/organization,My job teaches me practical things ,I need better support at work ,Feels like a stepping stone ,36–40,
12/10/2025 9:50:09,,,Female,Single,SSC or Less,Education,Assistant ,3–5,Permanent,41–50,1–2 hours,4,4,4,4,5,5,5,4,3,5,5,4,4,5,5,5,5,3,4,4,3,4,4,4,4,3,4,3,4,5,5,Fear of risk/failure,"Financial savings, Motivation/passion",Work tension hurts my creativity ,I need a calmer work setup,Mostly a constraint ,26–30,
12/10/2025 9:52:34,,,Male,Married,Master’s,Healthcare,Assistant ,16+,Contract,30–40,Less than 30 mins,4,5,5,5,3,4,4,4,5,4,4,4,4,5,3,4,4,5,4,4,3,5,3,4,4,3,3,3,5,4,5,"Fear of risk/failure, Unsupportive organization",Supportive boss/organization,My job gives me useful experience ,I need more learning support ,Feels more like a stepping stone ,41–50,
12/10/2025 9:59:54,,,Male,Single,Master’s,Tech,Sales manager ,3–5,Permanent,41–50,1–2 hours,5,5,5,4,3,4,4,5,5,5,4,2,5,5,2,5,4,5,5,5,4,5,4,3,5,5,1,4,5,4,5,Family responsibilities,Financial savings,My job keeps me too busy to create ,Less pressure would help me ,Feels like a constraint now,26–30,
12/10/2025 10:02:09,,,Male,Married,Bachelor’s,Finance,Account officer,3–5,Permanent,41–50,1–2 hours,5,3,3,5,5,4,5,4,3,4,5,4,5,4,5,5,4,4,5,4,4,4,5,5,5,5,5,5,5,5,4,"Lack of financial security, Lack of skills",Financial savings,My job gives me new learning chances ,I need better support from seniors,More like a stepping stone ,26–30,
12/10/2025 10:05:00,,,Female,Single,Bachelor’s,NGO,Health officer ,0–2,Permanent,51+,More than 2 hours,5,5,3,4,4,4,5,5,4,3,2,4,4,2,4,4,5,4,3,3,2,5,4,1,1,3,3,5,5,5,4,Fear of risk/failure,Motivation/passion,My job helps me understand real work ,I need more space to share ideas,A stepping stone for my future ,18-25,
12/10/2025 12:07:44,,,Female,Married,Master’s,Public,Doctor,16+,Permanent,30–40,More than 2 hours,5,3,3,4,5,5,4,4,5,5,4,4,3,4,4,5,5,5,5,5,5,4,5,4,2,1,3,5,4,4,5,"Fear of risk/failure, Unsupportive organization","Financial savings, Networks and contacts, Motivation/passion",My job helps me think practically.,More freedom to share ideas would help ,Feels like a stepping stone overall ,51+,
12/10/2025 12:09:50,,,Female,Married,HSC,Other,Manager ,16+,Part-time,30–40,More than 2 hours,4,4,4,5,5,5,4,3,5,4,4,2,4,5,5,5,5,4,4,4,5,4,4,4,5,3,3,5,5,5,5,Lack of skills,Financial savings,My job limits my personal projects. ,I need a lighter schedule ,Mostly a constraint ,41–50,
12/10/2025 12:12:08,,,Female,Married,Master’s,Education,Teacher ,11–15,Permanent,30–40,More than 2 hours,5,4,4,4,4,4,5,5,4,3,4,3,4,4,2,1,5,5,5,5,5,5,5,1,3,5,2,3,2,1,5,"Lack of financial security, Lack of skills","Skills and knowledge from current job, Access to resources (labs, tools, internet, etc.)",My job gives me new experience ,More support from seniors would help. ,Feels more like a stepping stone. ,36–40,
12/10/2025 12:14:23,,,Female,Married,Master’s,NGO,Manager,16+,Permanent,30–40,"30–60 mins,",4,4,5,4,4,4,4,4,1,2,5,4,3,5,5,5,3,4,3,5,5,5,4,4,5,3,5,2,5,3,5,Lack of skills,"Access to resources (labs, tools, internet, etc.)",My workload stops me from being creativities ,I need fewer unnecessary task ,Mostly a constraint for me ,41–50,
12/10/2025 12:17:02,,,Male,Single,Bachelor’s,Private,Marketing Manager ,3–5,Permanent,30–40,More than 2 hours,4,4,4,4,4,3,5,5,5,4,4,5,5,5,5,4,4,4,3,3,4,4,4,5,5,5,4,2,2,4,4,Family responsibilities,Skills and knowledge from current job,The task I do give me confidence ,I need a friendlier work culture ,"A bit of both, but more stepping stone ",31–35,
12/10/2025 12:19:30,,,Male,Single,Master’s,Education,Lecturer ,3–5,Permanent,30–40,More than 2 hours,4,4,3,3,3,4,5,5,5,4,5,5,5,5,5,3,5,3,2,3,3,5,5,4,5,4,4,2,5,5,5,"Family responsibilities, Fear of risk/failure, Lack of skills","Skills and knowledge from current job, Access to resources (labs, tools, internet, etc.), Motivation/passion",My job encourages me to think differently. ,More training sessions would help ,Feels like a stepping stone ,31–35,
12/10/2025 12:21:43,,,Male,Married,Master’s,Private,Operation manager ,6–10,Permanent,30–40,"30–60 mins,",4,4,5,4,5,4,4,5,5,4,4,4,5,4,3,4,5,4,4,5,5,5,5,3,3,4,3,5,5,5,4,"Family responsibilities, Fear of risk/failure","Skills and knowledge from current job, Access to resources (labs, tools, internet, etc.)",Too many rules show down my ideas,I need more flexibility ,Mostly a constraint for me,36–40,
12/10/2025 12:24:27,,,Female,Married,SSC or Less,SME,Assistant Manager ,16+,Permanent,30–40,"30–60 mins,",4,4,5,5,5,5,4,4,4,5,3,4,5,5,5,5,5,5,5,4,5,4,4,3,4,4,3,3,4,5,1,Family responsibilities,Financial savings,My job helps me learn useful skills,Better tools would help me improve ,More like a stepping stone ,31–35,
12/10/2025 12:26:38,,,Female,Married,Bachelor’s,Finance,Account manager,6–10,Permanent,30–40,More than 2 hours,4,5,5,4,4,4,3,4,3,5,4,4,4,4,3,5,4,2,3,4,4,4,4,1,2,4,5,3,2,4,5,Fear of risk/failure,Skills and knowledge from current job,Work pressure reduces my creativity ,I need shorter meeting ,Feels like a constraint now,31–35,
12/10/2025 12:29:43,,,Male,Married,Bachelor’s,NGO,Manager ,16+,Permanent,Less than 30,"30–60 mins,",5,5,4,3,4,4,5,5,5,4,5,4,2,5,5,3,4,5,5,4,3,5,5,5,5,4,4,4,5,3,5,Family responsibilities,Skills and knowledge from current job,My job sometimes sparks new ideas,A calmer workspace would help me ,Mostly a stepping stone for me,41–50,
12/10/2025 12:40:23,,,Male,Married,Master’s,Education,Lecturer ,11–15,Permanent,Less than 30,Less than 30 mins,5,5,5,5,4,5,5,5,4,4,5,5,5,3,4,4,4,4,4,4,5,4,4,4,4,4,3,4,4,4,5,Lack of financial security,Financial savings,My job helps but slow me,Less routine work would help ,It's a stepping stone ,31–35,
12/10/2025 12:42:30,,,Male,Married,Bachelor’s,Education,Assistant ,11–15,Permanent,30–40,1–2 hours,3,4,5,5,5,5,4,4,3,4,4,4,4,4,5,5,5,4,5,5,5,5,4,4,5,3,4,1,2,4,5,Lack of skills,"Access to resources (labs, tools, internet, etc.)",My job builds my confidence ,I need a supportive boss ,Feels like a constraint. ,31–35,
12/10/2025 12:44:31,,,Female,Married,Master’s,Public,Banker,16+,Permanent,30–40,More than 2 hours,4,5,5,5,5,5,5,5,3,5,5,5,5,5,5,5,5,5,5,4,4,5,5,5,3,5,2,4,5,5,5,Lack of financial security,Supportive boss/organization,My job gives stability ,Fixible hours would help.,It's a stepping stone. ,41–50,
12/10/2025 12:46:50,,,Male,Married,HSC,Private,Customer care officer,11–15,Permanent,30–40,1–2 hours,4,4,5,4,3,4,4,2,4,4,4,5,5,5,3,4,3,1,2,1,2,4,4,5,4,3,4,4,5,3,5,Fear of risk/failure,Skills and knowledge from current job,Too much routine kills ideas,Need fewer useless tasks.,It's a constraint. ,41–50,
12/10/2025 12:49:18,,,Female,Married,HSC,Private,Sales officer,3–5,Permanent,30–40,More than 2 hours,4,4,5,5,5,4,4,4,4,4,4,4,4,3,4,1,3,4,1,1,1,5,5,2,2,5,3,3,4,3,4,Lack of skills,Skills and knowledge from current job,My job gives me new ideas.,More training would help.,It's a stepping stone. ,26–30,
12/10/2025 12:51:33,,,Female,Married,Master’s,Education,Teacher ,16+,Part-time,Less than 30,Less than 30 mins,3,4,4,1,3,4,5,2,3,5,5,5,3,5,1,5,5,5,4,3,3,5,4,4,4,3,5,3,4,5,3,Family responsibilities,Financial savings,Strict rules block creativity.,I need more freedom. ,Feels like a constraint. ,51+,
12/10/2025 12:53:41,,,Male,Married,Master’s,Education,Teacher ,16+,Permanent,30–40,Less than 30 mins,4,4,4,5,3,4,4,5,4,5,5,4,5,5,4,5,5,5,5,4,4,4,5,4,5,4,5,3,5,5,3,Lack of financial security,Financial savings,My job gives me connections. ,I need more encouragement. ,It's a stepping stone. ,41–50,
12/10/2025 12:56:27,,,Male,Married,Master’s,Public,Custom Officer,11–15,Permanent,30–40,More than 2 hours,5,5,5,4,5,4,4,5,5,4,4,4,5,5,4,4,5,5,4,5,3,4,5,4,5,5,4,4,5,5,3,"Lack of time, Fear of risk/failure",Skills and knowledge from current job,My job takes up all my time.,Less workload would help. ,It's mostly a constraint. ,36–40,
12/10/2025 12:58:49,,,Male,Married,Bachelor’s,Public,Banker,16+,Permanent,Less than 30,"30–60 mins,",4,4,4,4,5,4,5,4,4,4,5,4,3,2,2,3,5,5,2,5,5,5,5,4,1,2,1,4,3,5,1,Lack of financial security,"Access to resources (labs, tools, internet, etc.)",Job leaves me little free time. ,Shorter hours would help.,It's a constraint for me,41–50,
12/10/2025 13:00:53,,,Male,Married,Master’s,Education,Teacher,16+,Permanent,30–40,More than 2 hours,3,5,4,1,4,4,5,1,3,4,5,1,4,5,3,5,4,4,3,5,5,5,2,5,3,5,4,3,3,2,3,"Fear of risk/failure, Lack of skills","Skills and knowledge from current job, Access to resources (labs, tools, internet, etc.)",My job gives me useful habits. ,I need clearer guidance.,It feels like a stepping stone. ,41–50,
12/10/2025 13:24:18,,,Male,Single,HSC,Other,Sales officer,3–5,Permanent,30–40,"30–60 mins,",5,5,4,5,4,4,5,5,5,5,4,4,5,5,3,5,5,3,1,4,4,5,5,2,5,1,3,3,4,5,5,Family responsibilities,"Access to resources (labs, tools, internet, etc.)",My job teaches me new things.,More resources would help me.,It's a stepping stone. ,18-25,
12/10/2025 13:26:26,,,Male,Married,HSC,Private,Account manager ,16+,Permanent,Less than 30,Less than 30 mins,5,5,5,5,4,4,5,4,4,4,3,4,4,3,5,5,4,5,5,4,4,5,4,5,4,3,4,4,3,4,4,"Lack of financial security, Lack of skills","Financial savings, Motivation/passion",Heavy work kills creativity. ,Less work would help.,It's a constraint. ,41–50,
12/10/2025 13:28:45,,,Female,Married,Master’s,Education,Teacher,3–5,Contract,Less than 30,More than 2 hours,4,4,3,5,5,4,4,4,5,3,3,5,5,4,4,5,4,5,5,5,4,3,4,3,4,5,3,2,5,4,4,"Lack of financial security, Lack of skills","Financial savings, Access to resources (labs, tools, internet, etc.)",My job limits my free thinking. ,I need fewer rules.,It's mostly a constraint.,41–50,
12/10/2025 13:31:03,,,Female,Married,Master’s,Education,Teacher ,16+,Permanent,30–40,"30–60 mins,",4,4,4,4,4,5,4,4,3,4,5,5,5,4,5,4,5,4,4,4,4,5,4,4,4,4,4,4,5,4,4,"Fear of risk/failure, Unsupportive organization","Skills and knowledge from current job, Motivation/passion",My job gives me new experience. ,I need more creative task,I see it as a stepping stone. ,41–50,
12/10/2025 13:33:06,,,Male,Married,Bachelor’s,Public,Assistant ,11–15,Permanent,30–40,"30–60 mins,",5,4,4,4,2,4,4,4,4,1,5,4,4,4,4,3,5,4,4,3,4,2,3,4,5,4,4,3,4,3,4,Family responsibilities,"Access to resources (labs, tools, internet, etc.)",My job makes me to busy ,Shorter hours would help ,It feel like a constraint ,41–50,
12/10/2025 13:34:57,,,Female,Married,Bachelor’s,Private,Banker,3–5,Permanent,30–40,"30–60 mins,",4,4,2,3,4,4,4,4,4,4,4,4,3,4,2,4,4,4,4,5,4,4,5,4,4,5,4,4,4,5,4,Unsupportive organization,"Networks and contacts, Access to resources (labs, tools, internet, etc.)",my job improves my communication ,I need more chances to learn ,it's a stepping stone for me ,31–35,
12/10/2025 13:37:05,,,Male,Married,Bachelor’s,Private,Banker,16+,Permanent,30–40,"30–60 mins,",5,4,2,1,3,2,4,1,5,1,5,5,4,5,3,3,4,3,1,4,4,3,2,4,4,5,2,4,2,2,5,Lack of financial security,Skills and knowledge from current job,My job keeps me mentally active.,More space to share ideas.,I see it's a stepping stone ,36–40,
12/10/2025 13:38:55,,,Female,Married,Master’s,Education,Teacher,16+,Permanent,30–40,"30–60 mins,",4,4,5,5,5,5,4,4,4,5,5,2,5,2,3,5,4,4,5,5,5,5,5,5,5,5,5,3,5,4,5,Family responsibilities,Motivation/passion,My job drains my enargy. ,I need better support. ,It's a constraint for me,51+,
12/10/2025 13:40:58,,,Male,Married,Bachelor’s,NGO,Manager ,16+,Permanent,30–40,"30–60 mins,",4,4,2,2,2,3,4,3,5,4,3,3,2,4,4,4,3,4,3,5,2,5,5,4,5,5,5,4,4,4,4,Lack of financial security,Financial savings,My job leaves me tried ,I need a lighter workload. ,It's mostly a constraint ,51+,
12/10/2025 13:43:12,,,Female,Married,Master’s,Education,Teacher ,16+,Part-time,Less than 30,Less than 30 mins,4,5,3,3,4,5,4,4,5,5,3,3,5,5,1,1,4,5,5,3,3,5,5,4,3,4,3,3,5,4,3,"Lack of financial security, Family responsibilities",Skills and knowledge from current job,my job teaches me helpful skills ,More learning options would help.,Feels like a stepping stone ,41–50,
12/10/2025 13:46:14,,,Female,Married,Master’s,Education,Teacher ,16+,Permanent,30–40,"30–60 mins,",5,5,4,3,4,1,1,3,4,5,4,4,5,2,2,3,3,5,4,3,5,3,4,4,5,4,2,4,4,4,4,"Family responsibilities, Unsupportive organization","Networks and contacts, Motivation/passion",Work pressure blocks my ideas ,I need a calmer schedule ,Mostly a constraint ,36–40,
12/10/2025 13:48:15,,,Male,Married,Bachelor’s,Finance,Account Manager ,6–10,Permanent,30–40,1–2 hours,4,4,4,3,5,5,3,2,3,5,3,4,4,5,2,2,3,3,3,2,3,4,4,2,3,4,4,2,1,2,5,Family responsibilities,Financial savings,My job helps me grow slowly ,Better teamwork would help ,More stepping stone ,36–40,
12/10/2025 13:50:01,,,Female,Married,Bachelor’s,Private,Banker,6–10,Permanent,30–40,"30–60 mins,",4,4,4,2,3,4,1,3,5,1,3,3,5,3,3,3,5,3,4,3,4,5,2,3,5,4,3,4,5,3,5,Lack of skills,Supportive boss/organization,The rules limit my creativity ,I need more open-minded management. ,Mostly a constraint ,36–40,
